,date,title,summary
2795,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2796,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2797,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2798,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2799,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2800,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2801,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2802,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2803,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2804,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2805,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2806,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2807,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2808,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2809,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2810,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2811,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2812,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2813,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2814,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2815,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2816,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2817,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2818,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2819,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2820,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2821,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2822,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2823,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2824,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2825,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2826,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2827,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2828,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2829,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2830,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2831,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2832,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2833,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2834,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2835,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2836,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2837,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2838,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2839,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2840,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2841,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2842,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2843,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2844,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2845,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2846,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2847,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2848,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2849,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2850,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2851,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2852,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2853,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2854,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2855,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2856,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2857,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2858,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2859,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2860,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2861,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2862,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2863,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2864,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2865,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2866,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2867,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2868,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2869,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
2870,2021.04.12.,"[기고] 우리 군의 해외파병, 세계평화의 연결고리","2001년 이후 이라크 자이툰 부대, 아프간 오쉬노 부대 등이 활동했다. 현재 2011년 1월 해적에게 피랍된 우리 선박과 선원을 구출하기 위한 '아덴만 여명작전'을 펼쳤던 소말리아의 청해부대가 있다. 청해부대는 파병..."
2871,2021.04.12.,"[세종로의 아침] 국민의 대통령, 진영의 대통령/최광숙 정책뉴스부 선임기자","불구하고 이라크 파병, 한미 FTA 타결, 제주 강정마을 해군기지 건설 등으로 국정 방향을 틀었다. 문 대통령도 저서 ‘운명’에서 “더 큰 국익을 위해 필요하면 이라크 파병을 할 수도 있다. 그것이 국가경영”이라고 했다...."
2872,2021.04.12.,[세계의 창] 스토리가 있는 도시,마스구프가 이라크의 대표 요리로 꼽히는 것은 맛도 맛이지만 티그리스강과 아부누아스가 함께 어우러지기 때문일 것이다. 금요일이면 무타나비 책 시장으로 갔다. 이라크 사람들은 책 시장에 압바시드 시대의 가장 뛰어난...
2873,2021.04.12.,[궁금하軍] 미국산 전투기 사면 되는데… KF-21은 왜 '무모한 도전'을 했나,"2005년에는 초음속 고등훈련기인 T-50을, 2012년에는 이를 기반으로 경공격기 FA-50을 각각 개발하는 데 성공해 현재 이라크와 동남아 국가 등에 수출하고 있습니다. 다만 전투기는 지금까지 우리가 개발한 군용기들과는..."
2874,2021.04.13.,[역경의 열매] 김광동 (20) 난민 위한 교육센터 개설… 배움의 기회 제공,"전쟁을 피해 고향을 떠난 이들이 인접국 터키 레바논 요르단 이라크 등지에 정착했고, 심지어 북아프리카나... 시리아 난민뿐만 아니라 그리스도인이 다수인 이라크 난민과 팔레스타인 난민도 이곳에 거주한다...."
2875,2021.04.13.,미국 첫 女 육군장관에 크리스틴 워머스 지명,2007년에는 이라크에서 현지 병력을 관리하는 업무를 맡기도 했다. 지난해 11월 미국 대선에서 바이든이 당선된 후 워머스는 미셸 플러노이 전 국방부 차관과 함께 바이든 내각의 초대 국방부 장관 후보로 유력하게...
2876,2021.04.14.,[이철호 칼럼] 청와대는 바뀌기 어렵다,"당시 한·미 FTA(자유무역협정) 체결과 제주 해군기지 건설, 이라크 파병 등으로 지지계층이던 진보진영이 일제히 돌아서면서 청와대는 완전히 고립됐다. 끔찍한 레임덕이었다. 문 대통령은 이런 트라우마 때문에도..."
2877,2021.04.14.,장 마감 후 기업공시[4월 14일],원 이라크 정유공장 가설공사 수주 ▲웰바이오텍(010600)=100억 원 규모 전환사채 발행 결정 ▲카카오=계열회사 카카오스페이스에 166억 원 출자. 종속회사 카카오커머스의 스타일 사업부 인적분할 뒤...
2878,2021.04.14.,"세계인이 사랑하는 한국의 맛… ""원더풀"" 쏟아집니다","지난 2009년에는 할랄 인증을 획득했고, 지난해 이라크와 카타르 등 중동시장에 진출해 한국 김치의 우수성을 알리고 있다. 청정원 순창고추장도 미국과 중국, 일본 시장을 중심으로 72개국에 수출하고 있다. 향후 세계..."
2879,2021.04.15.,이란의 맞불 “우라늄 농축 60%까지 높이겠다”,이란 반관영 파르스통신은 13일 이라크 북부의 이스라엘 정보기관인 모사드의 특수작전센터가 공격을 받았고 사상자도 발생했다고 전했다. 이스라엘 매체 또한 이란이 미사일 및 무인기(드론)를 이용해 하이페리온...
